"Accident_Index","1st_Road_Class","1st_Road_Number","2nd_Road_Class","2nd_Road_Number","Accident_Severity","Carriageway_Hazards","Date","Day_of_Week","Did_Police_Officer_Attend_Scene_of_Accident","Junction_Control","Junction_Detail","Latitude","Light_Conditions","Local_Authority_(District)","Local_Authority_(Highway)","Location_Easting_OSGR","Location_Northing_OSGR","Longitude","LSOA_of_Accident_Location","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions","Year","InScotland"
"200501BS70056","A","4206","C","0","Slight","None",2005-03-04,"Friday","1","Auto traffic signal","More than 4 arms (not roundabout)",51.514966,"Daylight","Westminster","Westminster","525330","181110",-0.19519,"E01004653",1,1,"0","5","Metropolitan Police","Wet or damp","Single carriageway","None",30,"13:20","Urban","Raining no high winds",2005,"No"
"200501BS70058","A","308","C","0","Slight","None",2005-03-01,"Tuesday","1","Auto traffic signal","Crossroads",51.493429,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","527200","178760",-0.169101,"E01002821",1,2,"0","0","Metropolitan Police","Wet or damp","Single carriageway","None",30,"00:30","Urban","Fine no high winds",2005,"No"
"200501BS70060","A","315","C","0","Slight","None",2005-02-28,"Monday","1","Give way or uncontrolled","T or staggered junction",51.50134,"Darkness - lights lit","Westminster","Westminster","526390","179620",-0.180455,"E01002891",1,2,"0","5","Metropolitan Police","Wet or damp","Single carriageway","None",30,"19:30","Urban","Snowing no high winds",2005,"No"
"200501BS70061","A","304","Unclassified","0","Slight","None",2005-03-01,"Tuesday","1","Give way or uncontrolled","Private drive or entrance",51.4829,"Daylight","Kensington and Chelsea","Kensington and Chelsea","526060","177560",-0.185942,"E01002912",1,2,"0","0","Metropolitan Police","Wet or damp","Single carriageway","None",30,"12:03","Urban","Raining no high winds",2005,"No"
"200501BS70062","A","3220","A","3220","Slight","None",2005-02-14,"Monday","1","Auto traffic signal","Crossroads",51.481989,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","526920","177480",-0.173592,"E01002840",1,2,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"23:03","Urban","Fine no high winds",2005,"No"
"200501BS70063","A","3220","Unclassified","0","Slight","None",2005-02-02,"Wednesday","1","Give way or uncontrolled","T or staggered junction",51.481746,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","526800","177450",-0.17533,"E01002840",1,2,"0","0","Metropolitan Police","Wet or damp","Single carriageway","None",30,"22:19","Urban","Raining no high winds",2005,"No"
"200501BS70065","A","308","Unclassified","0","Slight","None",2005-03-03,"Thursday","1","Give way or uncontrolled","T or staggered junction",51.486493,"Daylight","Kensington and Chelsea","Kensington and Chelsea","526470","177970",-0.179894,"E01002912",1,2,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"14:30","Urban","Fine no high winds",2005,"No"
"200501BS70066","A","315",NA,"0","Serious","None",2005-03-01,"Tuesday","2","Data missing or out of range","Not at junction or within 20 metres",51.497552,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","524830","179160",-0.203081,"E01002814",1,2,"0","0","Metropolitan Police","Wet or damp","Single carriageway","None",30,"19:15","Urban","Raining no high winds",2005,"No"
"200501BS70067","A","315","Unclassified","0","Slight","None",2005-03-01,"Tuesday","1","Give way or uncontrolled","T or staggered junction",51.496259,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","524580","179010",-0.206734,"E01002814",1,2,"0","4","Metropolitan Police","Wet or damp","Single carriageway","None",30,"18:31","Urban","Raining no high winds",2005,"No"
"200501BS70068","A","308","A","4","Slight","None",2005-03-05,"Saturday","1","Auto traffic signal","T or staggered junction",51.496399,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","527180","179090",-0.16927,"E01002821",4,2,"0","5","Metropolitan Police","Dry","Dual carriageway","None",30,"02:58","Urban","Fine no high winds",2005,"No"
"200501BS70069","Unclassified","0","A","308","Slight","None",2005-03-01,"Tuesday","1","Give way or uncontrolled","T or staggered junction",51.49089,"Daylight","Kensington and Chelsea","Kensington and Chelsea","526900","178470",-0.173525,"E01002822",1,1,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"10:40","Urban","Fine no high winds",2005,"No"
"200501BS70070","B","412","Unclassified","0","Slight","None",2005-03-08,"Tuesday","1","Auto traffic signal","Crossroads",51.516658,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","524590","181280",-0.205789,"E01002831",1,1,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"23:40","Urban","Fine no high winds",2005,"No"
"200501BS70072","Unclassified","0","Unclassified","0","Slight","None",2005-03-03,"Thursday","1","Give way or uncontrolled","Mini-roundabout",51.515582,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","524580","181160",-0.205975,"E01002833",1,1,"0","0","Metropolitan Police","Wet or damp","Roundabout","None",30,"21:07","Urban","Fine no high winds",2005,"No"
"200501BS70073","B","415","Unclassified","0","Serious","None",2005-03-05,"Saturday","1","Give way or uncontrolled","T or staggered junction",51.510995,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","525000","180660",-0.200102,"E01002882",1,2,"0","0","Metropolitan Police","Wet or damp","Single carriageway","None",30,"18:40","Urban","Raining no high winds",2005,"No"
"200501BS70074","A","4",NA,"0","Slight","None",2005-03-05,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",51.49361,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","525180","178730",-0.198194,"E01002814",1,1,"0","0","Metropolitan Police","Dry","Dual carriageway","None",30,"16:55","Urban","Fine no high winds",2005,"No"
"200501BS70075","A","3217","Unclassified","0","Slight","None",2005-03-08,"Tuesday","1","Give way or uncontrolled","T or staggered junction",51.482775,"Daylight","Kensington and Chelsea","Kensington and Chelsea","526620","177560",-0.177882,"E01002840",1,1,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"13:36","Urban","Fine no high winds",2005,"No"
"200501BS70076","A","402","A","4204","Slight","None",2005-03-06,"Sunday","1","Auto traffic signal","Crossroads",51.509377,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","525410","180490",-0.194258,"E01002827",1,2,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"01:05","Urban","Fine no high winds",2005,"No"
"200501BS70077","B","450","Unclassified","0","Slight","None",2005-03-08,"Tuesday","1","Give way or uncontrolled","Crossroads",51.514716,"Daylight","Kensington and Chelsea","Kensington and Chelsea","524430","181060",-0.208171,"E01002874",1,2,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"12:20","Urban","Fine no high winds",2005,"No"
"200501BS70078","A","3220","C","0","Slight","None",2005-03-08,"Tuesday","1","Auto traffic signal","Crossroads",51.502577,"Daylight","Kensington and Chelsea","Kensington and Chelsea","524050","179700",-0.214123,"E01002869",1,2,"0","5","Metropolitan Police","Dry","Single carriageway","None",30,"08:56","Urban","Fine no high winds",2005,"No"
"200501BS70079","A","3220","A","308","Slight","None",2005-03-09,"Wednesday","1","Auto traffic signal","Crossroads",51.483253,"Daylight","Kensington and Chelsea","Kensington and Chelsea","526090","177600",-0.185496,"E01002912",1,3,"0","5","Metropolitan Police","Dry","Single carriageway","Auto signal part defective",30,"16:55","Urban","Fine no high winds",2005,"No"
"200501BS70080","A","4204","Unclassified","0","Slight","None",2005-03-09,"Wednesday","1","Give way or uncontrolled","T or staggered junction",51.507588,"Daylight","Kensington and Chelsea","Kensington and Chelsea","525370","180290",-0.194905,"E01002827",2,3,"0","1","Metropolitan Police","Dry","Single carriageway","None",30,"15:35","Urban","Fine no high winds",2005,"No"
"200501BS70082","A","3218",NA,"0","Slight","None",2005-03-14,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",51.487281,"Daylight","Kensington and Chelsea","Kensington and Chelsea","525350","178030",-0.195995,"E01001883",1,1,"0","0","Metropolitan Police","Wet or damp","Single carriageway","None",30,"17:35","Urban","Fine no high winds",2005,"No"
"200501BS70083","B","450",NA,"0","Slight","None",2005-03-17,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",51.517263,"Daylight","Kensington and Chelsea","Kensington and Chelsea","524290","181340",-0.210089,"E01002831",1,1,"0","4","Metropolitan Police","Dry","Single carriageway","None",30,"09:15","Urban","Fine no high winds",2005,"No"
"200501BS70084","B","450","Unclassified","0","Slight","None",2005-03-13,"Sunday","3","Give way or uncontrolled","Crossroads",51.516353,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","524340","181240",-0.209404,"E01002879",1,2,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"00:15","Urban","Fine no high winds",2005,"No"
"200501BS70085","C","0",NA,"0","Slight","None",2005-03-15,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",51.524085,"Daylight","Kensington and Chelsea","Kensington and Chelsea","523920","182090",-0.215155,"E01002905",1,2,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"13:02","Urban","Fine no high winds",2005,"No"
"200501BS70086","A","308","C","0","Slight","None",2005-03-14,"Monday","1","Auto traffic signal","Crossroads",51.486931,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","526520","178020",-0.179156,"E01002911",1,2,"0","5","Metropolitan Police","Dry","Single carriageway","None",30,"20:00","Urban","Fine no high winds",2005,"No"
"200501BS70087","A","304","Unclassified","0","Slight","None",2005-03-15,"Tuesday","1","Give way or uncontrolled","T or staggered junction",51.482637,"Daylight","Kensington and Chelsea","Kensington and Chelsea","526030","177530",-0.186385,"E01002913",1,2,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"15:31","Urban","Fine no high winds",2005,"No"
"200501BS70088","A","315","A","3220","Serious","None",2005-03-15,"Tuesday","1","Auto traffic signal","Crossroads",51.497125,"Daylight","Kensington and Chelsea","Kensington and Chelsea","524730","179110",-0.204539,"E01002867",1,2,"0","5","Metropolitan Police","Dry","Dual carriageway","None",30,"09:40","Urban","Fine no high winds",2005,"No"
"200501BS70089","A","402","C","0","Serious","None",2005-03-09,"Wednesday","1","Auto traffic signal","T or staggered junction",51.505347,"Daylight","Kensington and Chelsea","Kensington and Chelsea","524120","180010",-0.213006,"E01002873",1,2,"0","5","Metropolitan Police","Dry","One way street","None",30,"09:13","Urban","Fine no high winds",2005,"No"
"200501BS70090","A","4","Unclassified","0","Slight","None",2005-03-18,"Friday","1","Give way or uncontrolled","T or staggered junction",51.497801,"Daylight","Kensington and Chelsea","Kensington and Chelsea","527340","179250",-0.166909,"E01002819",2,1,"0","1","Metropolitan Police","Dry","Dual carriageway","None",30,"14:41","Urban","Fine no high winds",2005,"No"
"200501BS70091","A","402","Unclassified","0","Slight","None",2005-03-09,"Wednesday","1","Give way or uncontrolled","T or staggered junction",51.50858,"Daylight","Kensington and Chelsea","Kensington and Chelsea","524950","180390",-0.200918,"E01002883",1,2,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"08:17","Urban","Fine no high winds",2005,"No"
"200501BS70092","C","0",NA,"0","Slight","None",2005-03-17,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",51.514242,"Daylight","Kensington and Chelsea","Kensington and Chelsea","524950","181020",-0.200695,"E01002832",2,3,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"11:07","Urban","Fine no high winds",2005,"No"
"200501BS70093","A","3220","Unclassified","0","Slight","None",2005-03-17,"Thursday","1","Give way or uncontrolled","T or staggered junction",51.480962,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","526690","177360",-0.176946,"E01002840",1,2,"0","1","Metropolitan Police","Dry","Dual carriageway","None",30,"20:55","Urban","Fine no high winds",2005,"No"
"200501BS70094","A","3220","A","3217","Slight","None",2005-03-17,"Thursday","1","Auto traffic signal","Crossroads",51.481483,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","526370","177410",-0.181534,"E01002843",1,1,"0","5","Metropolitan Police","Dry","Single carriageway","None",30,"23:30","Urban","Fine no high winds",2005,"No"
"200501BS70095","B","450","Unclassified","0","Slight","None",2005-03-13,"Sunday","1","Give way or uncontrolled","T or staggered junction",51.51499,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","524410","181090",-0.208448,"E01002874",1,1,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"20:45","Urban","Fine no high winds",2005,"No"
"200501BS70096","A","3220",NA,"0","Serious","None",2005-03-16,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",51.500008,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","524290","179420",-0.210765,"E01002866",1,2,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"20:20","Urban","Fine no high winds",2005,"No"
"200501BS70097","A","315","Unclassified","0","Slight","None",2005-03-24,"Thursday","1","Give way or uncontrolled","T or staggered junction",51.501516,"Daylight","Kensington and Chelsea","Kensington and Chelsea","525600","179620",-0.191831,"E01002826",1,1,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"13:53","Urban","Fine no high winds",2005,"No"
"200501BS70098","C","0","Unclassified","0","Slight","None",2005-03-20,"Sunday","1","Give way or uncontrolled","Crossroads",51.49305,"Daylight","Kensington and Chelsea","Kensington and Chelsea","527290","178720",-0.16782,"E01002858",2,1,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"14:31","Urban","Fine no high winds",2005,"No"
"200501BS70099","A","3217","Unclassified","0","Slight","None",2005-03-21,"Monday","1","Give way or uncontrolled","T or staggered junction",51.489216,"Daylight","Kensington and Chelsea","Kensington and Chelsea","527550","178300",-0.164228,"E01002903",1,1,"0","1","Metropolitan Police","Dry","Single carriageway","None",30,"09:22","Urban","Fine no high winds",2005,"No"
"200501BS70100","A","3220",NA,"0","Slight","None",2005-03-18,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",51.492092,"Darkness - lights lit","Kensington and Chelsea","Kensington and Chelsea","525540","178570",-0.193068,"E01002850",1,1,"0","1","Metropolitan Police","Dry","One way street","None",30,"18:03","Urban","Fine no high winds",2005,"No"
"200501BS70101","A","3217","Unclassified","0","Slight","None",2005-03-20,"Sunday","1","Give way or uncontrolled","T or staggered junction",51.491571,"Daylight","Kensington and Chelsea","Kensington and Chelsea","527870","178570",-0.159524,"E01002902",1,1,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"13:45","Urban","Fine no high winds",2005,"No"
"200501BS70102","Unclassified","0","Unclassified","0","Slight","None",2005-03-23,"Wednesday","1","Give way or uncontrolled","Other junction",51.500346,"Daylight","Kensington and Chelsea","Kensington and Chelsea","526010","179500",-0.18597,"E01002890",1,2,"0","0","Metropolitan Police","Dry","Single carriageway","None",30,"15:45","Urban","Fine no high winds",2005,"No"
